Company,Headline,Description,Time,pdf_link,bert_sentiment,confidence,final_sentiment
ORIENTCEM,Disclosure under SEBI Takeover Regulations,"Central India Industries Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 16:54:42,https://nsearchives.nseindia.com/corporate/team_sandeshc_06052025123921_AD.pdf,-0.999993758643086,0.9999963045120239,Negative
GANGESSECU,Disclosure under SEBI Takeover Regulations,"SIL Investments Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 16:54:24,https://nsearchives.nseindia.com/corporate/team_sandeshc_06052025124812_SIL.pdf,-0.9998196742890286,0.999900221824646,Negative
ORIENTPPR,Disclosure under SEBI Takeover Regulations,"Central India Industries Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 16:54:12,https://nsearchives.nseindia.com/corporate/team_sandeshc_06052025125658_AD2.pdf,-0.9999920585280506,0.9999954700469971,Negative
GANGESSECU,Disclosure under SEBI Takeover Regulations,"Hargaon Investment & Trading Company Limited For & On behalf of the Promoter and Promoter Group of the Company has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 16:53:55,https://nsearchives.nseindia.com/corporate/team_sandeshc_15052025123346_18.pdf,0.0,0.0,Neutral
SESHAPAPER,Disclosure under SEBI Takeover Regulations,"Seshasayee Paper and Boards Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 16:53:41,https://nsearchives.nseindia.com/corporate/team_sandeshc_23042025122656_Annual6.pdf,-0.9999635910044162,0.9999781847000122,Negative
SESHAPAPER,Disclosure under SEBI Takeover Regulations,"Ponni Sugars (Erode) Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 16:53:29,https://nsearchives.nseindia.com/corporate/team_sandeshc_06052025132538_5.pdf,-0.9999886278596932,0.999994158744812,Negative
REMSONSIND,Disclosure under SEBI Takeover Regulations,"Krishna Kejriwal has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 16:53:13,https://nsearchives.nseindia.com/corporate/team_sandeshc_06052025134519_11.pdf,-0.9999692038245485,0.9999821186065674,Negative
PRAJIND,Disclosure under SEBI Takeover Regulations,"Dr. Pramod Chaudhari has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 16:52:28,https://nsearchives.nseindia.com/corporate/team_sandeshc_06052025134950_15.pdf,0.0,0.0,Neutral
NIVABUPA,Updates,Niva Bupa Health Insurance Company Limited has informed the Exchange regarding 'Reporting of sale of shares'.,03-Jun-2025 16:52:09,https://nsearchives.nseindia.com/corporate/MAXBUPA_03062025165140_Disclosuresaleofshares.pdf,-0.9999950637595703,0.9999970197677612,Negative
UFLEX,Disclosure under SEBI Takeover Regulations,"ﾠASHOK CHATURVEDIﾠhas Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 16:51:55,https://nsearchives.nseindia.com/corporate/team_bbodade_06052025144051_UFLEX.pdf,-0.9999815381588633,0.9999904632568359,Negative
SGIL,Analysts/Institutional Investor Meet/Con. Call Updates,Synergy Green Industries Limited has informed the Exchange about Schedule of meet,03-Jun-2025 16:51:34,https://nsearchives.nseindia.com/corporate/SGIL_03062025165110_Group_Investors_meet.pdf,-0.999984169018262,0.9999904632568359,Negative
SIMPLEXINF,Disclosure under SEBI Takeover Regulations,"Rajiv Mundhra & PAC of the Company has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",03-Jun-2025 16:51:14,https://nsearchives.nseindia.com/corporate/team_sandeshc_06052025131628_2.pdf,-0.9999833924848645,0.9999905824661255,Negative
VMM,Credit Rating,Vishal Mega Mart Limited has informed the Exchange about Credit Rating,03-Jun-2025 16:49:44,https://nsearchives.nseindia.com/corporate/VMMP2024_03062025164856_Intimation_Credit_Rating_VMM.pdf,-0.9990638277158723,0.9990757703781128,Negative
CENTEXT,Outcome of Board Meeting,"Century Extrusions Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 03, 2025.",03-Jun-2025 16:49:28,https://nsearchives.nseindia.com/corporate/CENTEXT_03062025164902_OutcomeofBoardMeeting03062025.pdf,-0.9999846680316296,0.9999902248382568,Negative
MOIL,Updates,MOIL Limited has informed the Exchange regarding 'Press Release'.,03-Jun-2025 16:46:47,https://nsearchives.nseindia.com/corporate/MOIL_03062025164604_PR03062025.pdf,-0.9999696368740842,0.9999812841415405,Negative
ZYDUSLIFE,General Updates,Zydus Lifesciences Limited has informed the Exchange about General Updates,03-Jun-2025 16:45:04,https://nsearchives.nseindia.com/corporate/Cadilahc_03062025164439_SEIntimationAgenusSPA.pdf,-0.9999968026723991,0.999997615814209,Negative
ASHIANA,Investor Presentation,Ashiana Housing Limited has informed the Exchange about Investor Presentation,03-Jun-2025 16:43:48,https://nsearchives.nseindia.com/corporate/ASHIANA_03062025164308_InvestorpresentationQ4signed.pdf,-0.9999983010421261,0.9999988079071045,Negative
EPACK,Analysts/Institutional Investor Meet/Con. Call Updates,"Please find enclosed herewith transcript of the Investors'' Conference Call held on May 28, 2025, in respect of the Audited Financial Results (Standalone & Consolidated) for the Quarter and Financial Year ended March 31, 2025",03-Jun-2025 16:43:42,https://nsearchives.nseindia.com/corporate/EPACKNSE_03062025163911_Intimation_letter_Audio_Transcript.pdf,-0.99998617705387,0.9999910593032837,Negative
ZYDUSLIFE,Agreements,Zydus Lifesciences Limited has informed the Exchange about Agreements,03-Jun-2025 16:43:27,https://nsearchives.nseindia.com/corporate/Cadilahc_03062025164304_SEIntimationAgenusLicensingAgreement.pdf,-0.9999204199802989,0.9999256134033203,Negative
SCILAL,Updates,Shipping Corporation Of India Land And Assets Limited has informed the Exchange regarding 'Amendment in SCILAL Code of Conduct for Prohibition of Insider Trading'.,03-Jun-2025 16:42:30,https://nsearchives.nseindia.com/corporate/SCILAL_03062025162942_SEIntimationsigned.pdf,-0.999987566171967,0.9999920129776001,Negative
ZYDUSLIFE,General Updates,Zydus Lifesciences Limited has informed the Exchange about General Updates,03-Jun-2025 16:40:57,https://nsearchives.nseindia.com/corporate/Cadilahc_03062025164002_SEIntimationAgenusAPA.pdf,-0.9999212346876902,0.999923825263977,Negative
FEDERALBNK,Analysts/Institutional Investor Meet/Con. Call Updates,The Federal Bank  Limited has informed the Exchange about Schedule of meet,03-Jun-2025 16:40:30,https://nsearchives.nseindia.com/corporate/FEDERALBNK_03062025164001_SE_Intimation_Investor_Meet_03062025_0ut.pdf,-0.9999932215803256,0.9999958276748657,Negative
TECHNOE,Bagging/Receiving of orders/contracts,Techno Electric & Engineering Company Limited has informed the Exchange about Bagging/Receiving of orders/contracts,03-Jun-2025 16:40:12,https://nsearchives.nseindia.com/corporate/TECHNOE_03062025163940_Reg30OrderDetails03062025_ocred.pdf,-0.9999911417849034,0.9999946355819702,Negative
NATHBIOGEN,Issue of Duplicate Share Certificate,Nath Bio-Genes (India) Limited has informed the Exchange about Issue of Duplicate Share Certificate,03-Jun-2025 16:39:50,https://nsearchives.nseindia.com/corporate/NATHBIOGEN_03062025163943_NBIL_IDSC_AUDICHEM_030625_SIGN.pdf,-0.9999509049175686,0.9999740123748779,Negative
AFSL,Analysts/Institutional Investor Meet/Con. Call Updates,Abans Financial Services Limited has informed the Exchange about Transcript,03-Jun-2025 16:39:37,https://nsearchives.nseindia.com/corporate/AHL_03062025163920_AFSLEarningcallstranscript.pdf,-0.9999461574388988,0.9999583959579468,Negative
GANECOS,Copy of Newspaper Publication,"Ganesha Ecosphere Limited has informed the Exchange about Copy of Newspaper Publication of Corrigendum to the Extract of Audited Consolidated Financial Results for the quarter and year ended on March 31, 2025.",03-Jun-2025 16:38:30,https://nsearchives.nseindia.com/corporate/GANECOS_03062025163756_intimation_newspaper.pdf,-0.9999789289449836,0.9999872446060181,Negative
INOXGREEN,General Updates,Inox Green Energy Services Limited has informed the Exchange about  Increase in  Promoter/Promoter Group  shareholding in the Company,03-Jun-2025 16:37:29,https://nsearchives.nseindia.com/corporate/IGESL_03062025163700_IGESL_intimation_.pdf,-0.9998348744848045,0.9998639822006226,Negative
PAYTM,Incorporation,"One 97 Communications Limited has informed the Exchange about Incorporation of Paytm Singapore Pte. Ltd., a Wholly Owned Step down Subsidiary through Paytm Cloud Technologies Limited",03-Jun-2025 16:36:20,https://nsearchives.nseindia.com/corporate/PAYTM_03062025162948_OCL_Reg_30Disclosure-Incorporation_of_SDS-Singapore_through_PCTL_sd.pdf,-0.9999874592936067,0.9999927282333374,Negative
APCOTEXIND,General Updates,Apcotex Industries Limited has informed the Exchange about Letters sent to shareholders.,03-Jun-2025 16:36:05,https://nsearchives.nseindia.com/corporate/APCOTEXIND_03062025163551_Final_Signed.pdf,-0.9999696256745665,0.9999809265136719,Negative
LANDMARK,Analysts/Institutional Investor Meet/Con. Call Updates,Landmark Cars Limited has informed the Exchange about Schedule of meet,03-Jun-2025 16:33:23,https://nsearchives.nseindia.com/corporate/LANDMARK_03062025163105_ConCallIntimationJune062025.pdf,-0.9999958821130122,0.9999973773956299,Negative
GICRE,Analysts/Institutional Investor Meet/Con. Call Updates,General Insurance Corporation of India has informed the Exchange about Transcript,03-Jun-2025 16:32:37,https://nsearchives.nseindia.com/corporate/GICRE_03062025163202_SEintimationtranscriptconcallQ42025.pdf,-0.9999932221371637,0.9999948740005493,Negative
APCOTEXIND,Copy of Newspaper Publication,Apcotex Industries Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 16:25:24,https://nsearchives.nseindia.com/corporate/APCOTEXIND_03062025162517_Final_Signed.pdf,-0.9999856967710912,0.9999912977218628,Negative
GANECOS,Analysts/Institutional Investor Meet/Con. Call Updates,Ganesha Ecosphere Limited has informed the Exchange about Transcript,03-Jun-2025 16:24:52,https://nsearchives.nseindia.com/corporate/GANECOS_03062025162254_intimation_transcript__.pdf,-0.9999951607492221,0.999996542930603,Negative
OMINFRAL,Investor Presentation,OM INFRA LIMITED has informed the Exchange about Investor Presentation,03-Jun-2025 16:20:39,https://nsearchives.nseindia.com/corporate/OMINFRAL_03062025162027_ilovepdf_merged__67_.pdf,-0.9999900439979683,0.9999940395355225,Negative
SWARAJENG,Action(s) taken or orders passed,"With reference to the captioned subject, we would like to inform you that the Company has received a demand order from the Office of Excise & Taxation Officer-cum Designated Officer, S.A.S.Nagar, Excise & Taxation Bhavan, Sector-69, S.A.S. Nagar (Mohali), Punjab imposing a penalty of Rs. 40,82,874/- under section 53 and section 60 of Punjab VAT Act, 2005 in relation to the excess VAT ITC claimed by the Company on account of entry tax paid on the purchase of Oil & Lubricants in FY2013-14 as mandated under the provisions of Punjab VAT Act, 2005. Based on the Company s assessment, an appeal will be filed, and the Company is hopeful of a favorable outcome at the appellate level and does not reasonably expect the said Order to have any material financial impact on the Company. The Order dated 9th May, 2025 has been physically handed over to us in person by the Excise & Taxation Department on 3rd June, 2025 at 11:00 A.M. The details of the above Order, as required under Clause 20 of Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 read with SEBI Master Circular No. SEBI/HO/CFD/PoD2/CIR/P/0155 dated 11th November, 2024 is enclosed as Annexure A.",03-Jun-2025 16:19:54,https://nsearchives.nseindia.com/corporate/SWARAJENG_03062025161849_SELReg30Intimation03062025.pdf,-0.9999224950552161,0.9999523162841797,Negative
LASA,General Updates,Lasa Supergenerics Limited has informed the Exchange about General Updates,03-Jun-2025 16:17:37,https://nsearchives.nseindia.com/corporate/LASA_03062025161726_Reg30Disclosurefinalforupload.pdf,-0.9999789064031575,0.9999860525131226,Negative
PROSTARM,Trading Window,"Prostarm Info Systems Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",03-Jun-2025 16:17:28,https://nsearchives.nseindia.com/corporate/PROSTARM_03062025161712_SE_TradingWindowClosure.pdf,-0.9999508441069338,0.9999716281890869,Negative
PDSL,Analysts/Institutional Investor Meet/Con. Call Updates,PDS Limited has informed the Exchange about Schedule of meet,03-Jun-2025 16:17:25,https://nsearchives.nseindia.com/corporate/PDSL_03062025161714_Ltr_InvestorDay_03062025_Upload.pdf,-0.9999858283208596,0.9999914169311523,Negative
TECHIN,Corporate Insolvency Resolution Process,Techindia Nirman Limited has informed the Exchange about Corporate Insolvency Resolution Process- Outcome of 07th COC meeting,03-Jun-2025 16:14:31,https://nsearchives.nseindia.com/corporate/TECHIN_03062025161423_TECHIN_07_MEET_OUTCOME_020625.pdf,-0.99998184955939,0.99998939037323,Negative
SAHYADRI,Analysts/Institutional Investor Meet/Con. Call Updates,Sahyadri Industries Limited has informed the Exchange about Transcript,03-Jun-2025 16:13:30,https://nsearchives.nseindia.com/corporate/SAHYADRI_03062025161309_calltranscriptmay282025.pdf,-0.9999652572532796,0.9999732971191406,Negative
PDSL,Analysts/Institutional Investor Meet/Con. Call Updates,PDS Limited has informed the Exchange about Schedule of meet,03-Jun-2025 16:12:09,https://nsearchives.nseindia.com/corporate/PDSL_03062025161150_Ltr_InvestorMeet_03062025_Upload.pdf,-0.9999953103089183,0.9999971389770508,Negative
MEDANTA,Analysts/Institutional Investor Meet/Con. Call Updates,Global Health Limited has informed the Exchange about Schedule of meet,03-Jun-2025 16:10:08,https://nsearchives.nseindia.com/corporate/MEDANTA21_03062025160926_GHLANALYSTSMEETMAY03062025SIGNED.pdf,-0.9999873011965974,0.9999912977218628,Negative
RSYSTEMS,Press Release,"R Systems International Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""R Systems and Mavvrik Partner to Enable Proactive Financial Governance for AI and Hybrid Infrastructure "".",03-Jun-2025 16:09:25,https://nsearchives.nseindia.com/corporate/RSYSTEMS_03062025160918_RSYSTEMS__7_.pdf,-0.9999622435816491,0.9999706745147705,Negative
NUVOCO,Analysts/Institutional Investor Meet/Con. Call Updates,Nuvoco Vistas Corporation Limited has informed the Exchange about Schedule of meet,03-Jun-2025 16:09:06,https://nsearchives.nseindia.com/corporate/NUVOCO_03062025160848_SEIntimation_June12.pdf,-0.9999902210138316,0.9999940395355225,Negative
SHRIRAMPPS,Shareholders meeting,Shriram Properties Limited has informed the Exchange about Shareholders meeting,03-Jun-2025 16:07:35,https://nsearchives.nseindia.com/corporate/SHRIRAMPPS_03062025160640_Postalballotnotice.pdf,-0.9999847127055546,0.99998939037323,Negative
RKSWAMY,Updates,"R K Swamy Limited has informed the Exchange regarding 'Reporting of violation of Company s Code of Conduct to Regulate, Monitor and Report Trading by Designated Persons ( Code ) under Securities and Exchange Board of India (Prohibition of Insider Trading) Regulations, 2015, as amended ( SEBI PIT Regulations )'.",03-Jun-2025 16:01:14,https://nsearchives.nseindia.com/corporate/RKSWAMY1973_03062025160013_IntimationtoStockExchangeunderSEBIPITRegulations.pdf,-0.9993400936946273,0.9996657371520996,Negative
ASHOKA,Credit Rating,Ashoka Buildcon Limited has informed the Exchange about Credit Rating,03-Jun-2025 16:01:14,https://nsearchives.nseindia.com/corporate/ASHOKA_03062025155746_419_ABL_BSE_NSE_ACUITE_Rating_030625.pdf,-0.9999089864140842,0.9999337196350098,Negative
JKCEMENT,Outcome of Board Meeting,Revised outcome of Board Meeting 24.05.2025,03-Jun-2025 16:00:46,https://nsearchives.nseindia.com/corporate/JKCEMENT_03062025154437_RevisedOutcome.pdf,-0.9999774973300646,0.9999806880950928,Negative
ECLERX,Analysts/Institutional Investor Meet/Con. Call Updates,eClerx Services Limited has informed the Exchange about Intimation,03-Jun-2025 16:00:37,https://nsearchives.nseindia.com/corporate/ECLERX_03062025160027_BSENSEInvMeetPiSquare030625.pdf,-0.9999971207420231,0.9999983310699463,Negative
DHARMAJ,Analysts/Institutional Investor Meet/Con. Call Updates,Dharmaj Crop Guard Limited has informed the Exchange about Link of Recording,03-Jun-2025 16:00:08,https://nsearchives.nseindia.com/corporate/DHARMAJ_03062025155937_BSENSE030625.pdf,-0.9999779537938593,0.9999841451644897,Negative
FAIRCHEMOR,Analysts/Institutional Investor Meet/Con. Call Updates,Fairchem Organics Limited has informed the Exchange about Transcript,03-Jun-2025 15:56:44,https://nsearchives.nseindia.com/corporate/FAIRCHEMOR_03062025155631_Transcript_Concall_30052025.pdf,-0.9999886743635216,0.9999923706054688,Negative
SNOWMAN,Analysts/Institutional Investor Meet/Con. Call Updates,Snowman Logistics Limited has informed the Exchange about Transcript,03-Jun-2025 15:55:42,https://nsearchives.nseindia.com/corporate/SNOWMAN8_03062025155519_Earning_Call_Transcript_Mar25_sd.pdf,-0.9999603816304443,0.999976396560669,Negative
SARVESHWAR,Resignation,"Sarveshwar Foods Limited has informed the Exchange regarding Resignation of  Tej pratap as Non- Executive Independent Director of the company w.e.f. May 29, 2025.",03-Jun-2025 15:54:35,https://nsearchives.nseindia.com/corporate/SARVESHWAR_03062025155354_resignation_final.pdf,-0.9999232001064229,0.9999593496322632,Negative
WALCHANNAG,Analysts/Institutional Investor Meet/Con. Call Updates,Walchandnagar Industries Limited has informed the Exchange about Schedule of meet,03-Jun-2025 15:52:20,https://nsearchives.nseindia.com/corporate/WALCHANNAG_03062025155210_WIL_Analyst_meet_06062025.pdf,-0.9999885993040607,0.9999922513961792,Negative
NUVOCO,Analysts/Institutional Investor Meet/Con. Call Updates,Nuvoco Vistas Corporation Limited has informed the Exchange about Cancellation of Meeting,03-Jun-2025 15:50:12,https://nsearchives.nseindia.com/corporate/NUVOCO_03062025154958_InvestorMeet04062025.pdf,-0.9999608771231578,0.9999788999557495,Negative
ACCURACY,Updates,Accuracy Shipping Limited has informed the Exchange regarding 'Financial results for the period ended 31-Mar-2025 in Machine Readable Form / Legible copy'.,03-Jun-2025 15:50:09,https://nsearchives.nseindia.com/corporate/ACCURACY_03062025154940_ResultMarch2025.pdf,-0.9991313926293515,0.9995404481887817,Negative
NLCINDIA,General Updates,NLC India Limited has informed the Exchange about General Updates,03-Jun-2025 15:48:38,https://nsearchives.nseindia.com/corporate/NLCINDIA_03062025154721_SE_Intimation_03062025.pdf,-0.9999811432007846,0.9999895095825195,Negative
FEDERALBNK,Updates,The Federal Bank  Limited has informed the Exchange regarding 'Allotment of Equity Shares on exercise of Stock options pursuant to Employee Stock Option Scheme'.,03-Jun-2025 15:47:58,https://nsearchives.nseindia.com/corporate/FEDERALBNK_03062025154750_SEINTIMATION97795.pdf,-0.9999984543627534,0.9999990463256836,Negative
EQUITASBNK,Updates,Equitas Small Finance Bank Limited has informed the Exchanges regarding 'Schedule of Analyst/Institutional Investor meet'.,03-Jun-2025 15:47:35,https://nsearchives.nseindia.com/corporate/EQUITASBNK_03062025154721_Investor_Meeting_-_03062025.pdf,-0.9999971073845018,0.9999979734420776,Negative
IFGLEXPOR,Shareholders meeting,IFGL Refractories Limited has informed the Exchange regarding Notice of Postal Ballot,03-Jun-2025 15:46:22,https://nsearchives.nseindia.com/corporate/IFGLEXPOR_03062025154439_PostalBallotNotice.pdf,-0.9999803234409228,0.9999856948852539,Negative
HDFCAMC,General Updates,HDFC Asset Management Company Limited has informed the Exchange about BRSR for the financial year 2024-25,03-Jun-2025 15:45:39,https://nsearchives.nseindia.com/corporate/DEEPTI_03062025154130_NSEBSE_18_BRSR.pdf,-0.9999678801632399,0.9999793767929077,Negative
HIMATSEIDE,Analysts/Institutional Investor Meet/Con. Call Updates,"Himatsingka Seide Limited has informed the Exchange about Transcript for Analysts and Investors held on Friday, May 30, 2025.",03-Jun-2025 15:43:22,https://nsearchives.nseindia.com/corporate/HIMATSEIDE_03062025153342_Covering_Letter_upload.pdf,-0.9999790037700222,0.9999874830245972,Negative
SEAMECLTD,Analysts/Institutional Investor Meet/Con. Call Updates,Seamec Limited has informed the Exchange about Transcript,03-Jun-2025 15:41:21,https://nsearchives.nseindia.com/corporate/SEAMECLTD_03062025154110_BSENSETranscript03062025.pdf,-0.9999352746508521,0.9999527931213379,Negative
AAREYDRUGS,Copy of Newspaper Publication,Aarey Drugs & Pharmaceuticals Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 15:40:56,https://nsearchives.nseindia.com/corporate/AAREYDRUGS_03062025154048_Newspaper_Covering.pdf,-0.9999972736715677,0.9999982118606567,Negative
AAREYDRUGS,Updates,Aarey Drugs & Pharmaceuticals Limited has informed the Exchange regarding 'Updates'.,03-Jun-2025 15:39:49,https://nsearchives.nseindia.com/corporate/AAREYDRUGS_03062025153934_Aarey_financial.pdf,-0.9999909993503024,0.9999933242797852,Negative
WIPRO,Press Release,"Wipro Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""Entrust Selects Wipro to Accelerate Growth Strategy"".",03-Jun-2025 15:39:27,https://nsearchives.nseindia.com/corporate/Cslogin_03062025153848_PressRelease03062025.pdf,-4.518032483957768e-05,0.9999545812606812,Neutral
THELEELA,General Updates,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",03-Jun-2025 15:39:20,https://nsearchives.nseindia.com/corporate/THELEELA_03062025153625_IntimationRegulation30.pdf,-0.9999719955549153,0.999982476234436,Negative
RISHABH,ESOP/ESOS/ESPS,Rishabh Instruments Limited has informed the Exchange regarding Exercise of 2000  Options.,03-Jun-2025 15:38:59,https://nsearchives.nseindia.com/corporate/RISHABH_03062025153844_RIL_BoardCircularResolution_03062025_Executed.pdf,-0.9999818236008196,0.9999840259552002,Negative
KALAMANDIR,Analysts/Institutional Investor Meet/Con. Call Updates,Sai Silks (Kalamandir) Limited has informed the Exchange about Schedule of meet,03-Jun-2025 15:37:56,https://nsearchives.nseindia.com/corporate/SSKL_03062025151651_InvMeet_060625.pdf,-0.999990089440189,0.9999936819076538,Negative
EQUIPPP,Outcome of Board Meeting,"Equippp Social Impact Technologies Limited has submitted to the Exchange, the financial results for the period ended March 31, 2025.",03-Jun-2025 15:37:42,https://nsearchives.nseindia.com/corporate/EQUIPPP_03062025153655_intimationoutcome.pdf,-0.9999789984428844,0.9999812841415405,Negative
RISHABH,Analysts/Institutional Investor Meet/Con. Call Updates,Rishabh Instruments Limited has informed the Exchange about Transcript,03-Jun-2025 15:36:40,https://nsearchives.nseindia.com/corporate/RISHABH_03062025153631_RIL_EarningsCallTranscript_03062025_Executed.pdf,-0.9999966876455346,0.9999977350234985,Negative
APEX,Analysts/Institutional Investor Meet/Con. Call Updates,"Apex Frozen Foods Limited has informed the Exchange about Link of Recording for investor call held on 03rd June, 2025 is available on the website of the company: www. apexfrozenfoods.in",03-Jun-2025 15:36:13,https://nsearchives.nseindia.com/corporate/APEX_03062025153551_q4audiorecording.pdf,-0.9999899018550877,0.9999932050704956,Negative
NUVOCO,Analysts/Institutional Investor Meet/Con. Call Updates,Nuvoco Vistas Corporation Limited has informed the Exchange about Schedule of meet,03-Jun-2025 15:35:30,https://nsearchives.nseindia.com/corporate/NUVOCO_03062025153522_Investor_Meet.pdf,-0.9999880653767832,0.9999926090240479,Negative
ATHERENERG,Press Release,"Ather Energy Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""Ather Rizta crosses 1 lakh unit retail sales mark"".",03-Jun-2025 15:34:56,https://nsearchives.nseindia.com/corporate/ATHERENERGY_03062025153425_touploadPressrelease3june2025.pdf,-0.0008922289110273596,0.9991068243980408,Neutral
RKFORGE,Copy of Newspaper Publication,Ramkrishna Forgings Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 15:33:11,https://nsearchives.nseindia.com/corporate/RKFORGE_03062025153218_Newspaper.pdf,-0.9999698901992815,0.9999812841415405,Negative
MIDHANI,Change in Management,Mishra Dhatu Nigam Limited has informed the Exchange about change in Management,03-Jun-2025 15:32:53,https://nsearchives.nseindia.com/corporate/MIDHANI_03062025152953_MDN_CMD_DF_03062025_signed.pdf,-0.9999616249206156,0.9999794960021973,Negative
FLUOROCHEM,Analysts/Institutional Investor Meet/Con. Call Updates,Gujarat Fluorochemicals Limited has informed the Exchange about Transcript,03-Jun-2025 15:31:04,https://nsearchives.nseindia.com/corporate/FLUOROCHEM_03062025153049_GFCL_Trancript_of_ConCall_03062025.pdf,-0.9999843566765776,0.9999892711639404,Negative
WEWIN,Awarding of order(s)/contract(s),WE WIN LIMITED has informed the Exchange about Awarding of order(s)/contract(s),03-Jun-2025 15:29:35,https://nsearchives.nseindia.com/corporate/SUREVIN_03062025152925_IntimationNHMLucknow03062025.pdf,-0.9999713842212259,0.9999756813049316,Negative
PENIND,Analysts/Institutional Investor Meet/Con. Call Updates,Pennar Industries Limited has informed the Exchange about Transcript,03-Jun-2025 15:28:12,https://nsearchives.nseindia.com/corporate/PENIND_03062025152800_TranscriptOfConcall03062025.pdf,-0.9999939996699823,0.9999957084655762,Negative
LANCORHOL,Copy of Newspaper Publication,Lancor Holdings Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 15:27:35,https://nsearchives.nseindia.com/corporate/LANCOR2023_03062025152724_covering_letter_merged__5___2_.pdf,-0.9999681863573642,0.9999831914901733,Negative
KNRCON,Credit Rating- Revision,KNR Constructions Limited has informed the Exchange about Credit Rating- Revision,03-Jun-2025 15:25:10,https://nsearchives.nseindia.com/corporate/KNRCON_03062025152503_IntimationCR.pdf,-0.9999553897614533,0.9999759197235107,Negative
BIGBLOC,Analysts/Institutional Investor Meet/Con. Call Updates,Bigbloc Construction Limited has informed the Exchange about Transcript,03-Jun-2025 15:24:57,https://nsearchives.nseindia.com/corporate/BIGBLOC_03062025152418_BSENSE_Transcript.pdf,-0.9999860143597061,0.9999873638153076,Negative
CURAA,Updates,Cura Technologies Limited has informed the Exchange regarding ''.,03-Jun-2025 15:22:19,https://nsearchives.nseindia.com/corporate/CURAA_03062025152108_Cura_Letter.pdf,-0.9999920126188044,0.9999958276748657,Negative
HMVL,Shareholders meeting,"Hindustan Media Ventures Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",03-Jun-2025 15:21:39,https://nsearchives.nseindia.com/corporate/HMVL_03062025152053_HMVLPostalBallotVotingResults03062025.pdf,-0.9999834239515621,0.9999887943267822,Negative
MAHSCOOTER,Copy of Newspaper Publication,MAHSCOOTER: Maharashtra Scooters Limited has informed the Exchange about Copy of Newspaper Advertisement published on 3 June 2025.,03-Jun-2025 15:21:28,https://nsearchives.nseindia.com/corporate/MAHSCOOTER_03062025152052_Signed__MSL_Stock_exchange_intimation_-_Final_covering_Newspaper_Advt.pdf,-0.9999828166137377,0.9999897480010986,Negative
TCI,General Updates,"Transport Corporation of India Limited has informed the Exchange about Corrigendum to Outcome of Board Meeting dated 14th May, 2025",03-Jun-2025 15:21:27,https://nsearchives.nseindia.com/corporate/ak_bansal_tcil_com_03062025152054_Clarification.pdf,-0.9997296588117024,0.9998633861541748,Negative
