Company,Headline,Time,Link,Scraped_At,Announcement_Datetime,pdf_link,Annoucement_Description,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
Sanathan Textile,"Board Meeting Intimation for Intimation Of The Board Meeting Under Regulation 29(1) Of SEBI (LODR) Regulations, 2015",2m ago,https://www.screener.in/company/SANATHAN/consolidated/,2025-05-20T12:49:53.541713,2025-05-20 12:47:53.541713,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=86fc5a74-ae7f-4741-b7a6-192b95324fed.pdf,the meeting of the board of directors of sanathan textiles limited the company is scheduled to be held on monday may 26 2025 inter alia to consider approve and take on record the audited standalone and consolidated financial results for the quarter and year ended on march 31 2025. the trading window for dealing in the securities of the company is already closed till the expiry of 48 hours from the declaration of the said results.,0.0772,-0.05714285714285714,-0.06226429343223572,0.004942145172527852,Neutral
Cravatex,Announcement under Regulation 30 (LODR)-Newspaper Publication,4m ago,https://www.screener.in/company/509472/consolidated/,2025-05-20T12:50:25.709385,2025-05-20 12:46:25.709385,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=57575ef9-8f49-4c12-ba0d-c4e11c30e66d.pdf,cravatex limited has published an advertisement in business standard english and sakal marathi for audited financial results for the financial year ended 31 march 2025. the advertisement has been published under regulation 30 and 47 of sebi. financial results are available on the stock exchanges website and on the companys website the above is an extract of the detailed format of audited standalone consolidated annual financial results filed with the bombay stock exchange. grammar. 4.4.4 we fan vie rarer we arerer we arererrearers area t le r reenter is a word for enter or receive in german.,0.1027,0.06623376623376624,-0.021440647542476654,0.05451793560738688,Neutral
Som Distilleries,Announcement under Regulation 30 (LODR)-Monitoring Agency Report,5m ago,https://www.screener.in/company/SDBL/consolidated/,2025-05-20T12:51:40.923077,2025-05-20 12:46:40.923077,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2913aa41-6fea-4009-bc37-f7e708ec3ff8.pdf,the monitoring agency report for the quarter ended on march 2025 issued by ms. icra limited is enclosed herewith. we declare that this report provides an objective view of the utilization of the issue proceeds in relation to the objects of theissue. the ma does not perform an audit and undertakes no independent verification of any information certifications statements it receives. this report is not intended to create any legally binding obligations on the ma which accepts no responsibility whatsoever for loss or damage from the use of the said information. parul narang is the ceo of som distilleries and breweries limited. he is also the chairman of the board of directors of the bombay stock exchange bse he is the son of former prime minister of india the late rajiv narang.,-0.8694,-0.0346938775510204,-0.3738521635532379,0.4703238123312775,Negative
Karur Vysya Bank,"Results Press Release for March 31, 2025",6m ago,https://www.screener.in/company/KARURVYSYA/,2025-05-20T12:53:46.108275,2025-05-20 12:47:46.108275,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0625A1B0-881B-45AF-8506-ED62BA9A3905-124336.pdf,the karur vysya bank has made highest ever profit of rs 1942 cr for the year ended . total business crossed 186569 crore with deposits crossing 1 trillion during the fourth quarter of the year. total deposits as on march 2025 crossed rupees one lakh crore and stands at 102078 crore registering a yoy growth of 14.55% i.e. up by 12965 crore from 89113 crore. total business as on march 31 2025 stands at 186569 crore. net profit for the quarter registered a growth of 12.50% and stood at 513 crore.ppop increased by 17.60% is at 835 crore as compared to 710 crore for the previous year.,0.9022,-0.027777777777777776,0.4685690104961395,0.4931173698155085,Positive
Siyaram,"Audited Standalone Financial Results For The Half Year And Year Ended March 31, 2025",3m ago,https://www.screener.in/company/544047/,2025-05-20T12:56:32.566350,2025-05-20 12:53:32.566350,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=16cbb78c-5565-43cf-8480-b6b133aca1bd.pdf,the board of directors at their meeting held on today i.e. may 2025 at started 1130 a.m. and concluded at 1200 p.m. at plot no. 6 7 village lakhabaval post khodiyar colonyjamnagar gujarat india 361006. approval of standalone audited financial result for the half year and year ended on march 2025 as per regulation 33 of the sebi lodr regulations 2015. a copy of the aforesaid financial results along with auditors report along with declaration of unmodified opinion as per regulation 33 of sebi lodr regulations 2015 is enclosed. pursuant to regulation 32 of the sebi. listing obligations and disclosure requirements regulations 2015 read with sebi circular no. circfdcmd11622019 dated december 24 2019. listing obligations and disclosure requirements listing regulations 2015 as amended the listing regulations the statement is presented in accordance with the requirements of the listing regulations.,-0.0772,-0.05555555555555555,-0.015661083161830902,0.05224499161521594,Neutral
ACME Solar Hold.,"Intimation Under Regulation 8(2) Of The SEBI (Prohibition Of Insider Trading) Regulations, 2015",7m ago,https://www.screener.in/company/ACMESOLAR/consolidated/,2025-05-20T12:58:03.348854,2025-05-20 12:51:03.348854,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ea1a1182-c362-4640-937c-d7407c8b33e3.pdf,the board of directors the board of the company was held on monday may 19 2025 wherein the board interalia considered and approved the amended and unified insider trading code the code is being made available on the website of the company the board of directors of acme solar holdings limited has adopted this code on insider trading insider trading code or code which consists of three parts. part a code of conduct to regulate monitor and report trading by designated persons and their immediate relatives. part b code of practices and procedures for fair disclosure of upsi defined below and determination of legitimate purpose and part c policy and procedure for inquiry in case of leak of upsi. company shall mean acme solar holdings limited. insider trading code means this code of conduct to regulate monitor and report trading by designated persons and their immediate relatives,0.6369,0.12892857142857142,-0.0280749648809433,0.28501608196428846,Positive
Sugal & Damani,Board Meeting Intimation for Quarter / Year Ended 31.03.2025,7m ago,https://www.screener.in/company/511654/,2025-05-20T13:05:41.459252,2025-05-20 12:58:41.459252,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2f5b8b81-f337-4770-9b95-c69962f12967.pdf,the board of directors of the company will be held on may 29 2025 at 1100 a.m interalia to consider the audited financial results for the financial year ended march 31 2025. the trading window for dealing in the securities shall remain closed for the companys directors designated employees officers covered under the code.,0.296,-0.03333333333333333,-0.04263122379779816,0.09561063286066056,Neutral
Sangal Papers,"Board Meeting Intimation for Consideration And Approval Of Audited Financial Results For The Quarter And Year Ended On 31St March, 2025",7m ago,https://www.screener.in/company/516096/,2025-05-20T13:06:43.351838,2025-05-20 12:59:43.351838,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4d13783f-0cec-4bd3-b31d-5350c4ff624c.pdf,board of directors of sangal papers limited will be held on friday 30 may 2025 interalia to consider and approve the standalone audited financial results. trading window for dealing in securities of the company has been closed from 1% april 2025 and shall remain closed till 48 hours after the announcement.,0.0772,-0.06785714285714287,-0.11557722836732864,0.024150311367341443,Neutral
Dhampur Sugar,Announcement under Regulation 30 (LODR)-Public Announcement-Buyback of Shares,9m ago,https://www.screener.in/company/DHAMPURSUG/consolidated/,2025-05-20T13:07:29.942833,2025-05-20 12:58:29.942833,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f62acd18-098a-4356-aaf3-8c13ab97acee.pdf,the board of directors has approved the proposal for buyback of fully paid up equity shares of the company of face value on rs. 10 each. the public announcement is expected to be made available on the website of the sebi at this public announcement public announcement is being made in relation to the buyback of equity shares as defined below of dhampur sugar mills limited the company through the stock exchange mechanism in accordance with sebi circulars. the buyback regulations 2018 as amended include the requisite disclosures as specified in schedule ii. the board of directors of the company has approved the buyback of up to 1081081 ten lakhs eighty one thousand and eighty five fully paidup equity shares of the company.,0.8934,0.032653061224489806,0.3147694170475006,0.6615867434815972,Positive
Home First Finan,Compliances-Reg.24(A)-Annual Secretarial Compliance,9m ago,https://www.screener.in/company/HOMEFIRST/,2025-05-20T13:09:25.255795,2025-05-20 13:00:25.255795,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=13562628-e3cb-412e-b716-751d962e2fcf.pdf,in compliance with regulation read with sebi circular bearing ref. no. circfdcmd1272019 dated february 08 2019. we are submitting herewith the annual secretarial compliance report issued by ms. bhatt associates company for the financial year ended march 31 2025.,-0.296,0.0,0.05012109875679016,0.10336367037296296,Negative
Shyam Metalics,Announcement under Regulation 30 (LODR)-Resignation of Director,9m ago,https://www.screener.in/company/SHYAMMETL/consolidated/,2025-05-20T13:10:08.835536,2025-05-20 13:01:08.835536,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=82a383b7-a34b-4509-a2ab-351abc4ad4e3.pdf,mr. malay kumar de din 00117655 has tendered his resignation as the independent director of the company with effect from may 2025 due to personal commitments and other professional preoccupations. the information in regard to the abovementioned change in the board composition as required under regulation 30 read with schedule ill of the listing regulations is enclosed herewith as annexure 1. malay kumar de has resigned as the independent director of shyam metalics and energy limited. malayikuimar de confirmed that there are no other material reasons for his resignation other than those mentioned in his resignation letter. it has been an honour and privilege to serve on the board of the company. i sincerely appreciate the trust guidance and unwavering support extended to me by the esteemed esteemed board members.,0.9246,0.00967261904761905,0.7744614481925964,0.6050802201720646,Positive
Rishi Laser,Board Meeting Outcome for Outcome Of Board Meeting,8m ago,https://www.screener.in/company/526861/,2025-05-20T13:16:11.841452,2025-05-20 13:08:11.841452,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2b33520e-2940-4b1a-8443-4de0f8b0ae1f.pdf,the board of directors of rishi laser limited at its meeting held today i.e. 20% may 2025 inter alia has taken the following decisions. reappointment of m. sudhanwa s kalamkar associates practicing company secretary to conduct secretarial audit for a period of five consecutive years. sudhanwa s. kalamkar and associates is a proprietorship firm established in 2007. the area of practice includes company law stamp act fema and trust act. p. k. chatterjee associates is an internal auditor. p cchhajed co. offers financial taxation auditing and consultancy services. firm has a team of experts including chartered accountants mbas and other team members.,0.34,-0.06205357142857143,0.015133839100599289,0.12192408030160837,Positive
Sequent Scien.,"Board Meeting Outcome for Outcome Of Board Meeting Dated 20 May, 2025",4m ago,https://www.screener.in/company/SEQUENT/consolidated/,2025-05-20T13:17:01.906321,2025-05-20 13:13:01.906321,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=04c92f78-8950-45b7-a566-746a35525759.pdf,the board at its meeting held on may 20 2025 considered and approved the following audited standalone and consolidated financial results for the quarter and year ended march 31 2025. appointment of ms bmp co. llp firm registration no. l2017kr003200 as the secretarial auditors of the company for a period of five consecutive years commencing from fy 202526 till fy 20292030. the board has not recommended any dividend for fy 202425. the company is not a large corporate for fy 202526. the board meeting commenced at 1100 a.m. and concluded at 1250 p.m. and the board has requested you to kindly take the above on record. revenue from operations 1782.60 1685.20 other income refer note 4 a and b 122.70 118.80 509.40 1025.40 c changes in inventories of finished goods workinprogress and stock intrade 8.70 32.70,0.4953,0.020982142857142852,-0.1582183837890625,0.35694912772042414,Positive
Sequent Scien.,"Board Meeting Outcome for Outcome Of Board Meeting Dated 20 May, 2025",4m ago,https://www.screener.in/company/SEQUENT/consolidated/,2025-05-20T13:17:01.898490,2025-05-20 13:13:01.898490,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=04c92f78-8950-45b7-a566-746a35525759.pdf,the board at its meeting held on may 20 2025 considered and approved the following audited standalone and consolidated financial results for the quarter and year ended march 31 2025. appointment of ms bmp co. llp firm registration no. l2017kr003200 as the secretarial auditors of the company for a period of five consecutive years commencing from fy 202526 till fy 20292030. the board has not recommended any dividend for fy 202425. the company is not a large corporate for fy 202526. the board meeting commenced at 1100 a.m. and concluded at 1250 p.m. and the board has requested you to kindly take the above on record. revenue from operations 1782.60 1685.20 other income refer note 4 a and b 122.70 118.80 509.40 1025.40 c changes in inventories of finished goods workinprogress and stock intrade 8.70 32.70,0.4953,0.020982142857142852,-0.1582183837890625,0.35694912772042414,Positive
Zydus Lifesci.,Announcement under Regulation 30 (LODR)-Change in Management,6m ago,https://www.screener.in/company/ZYDUSLIFE/consolidated/,2025-05-20T13:20:26.786429,2025-05-20 13:14:26.786429,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ec19672b-5226-4613-a744-b3951ef04fc9.pdf,the board of directors the board at their meeting held today i.e. may 20 2025 considered the following. the board placed on record its appreciation for the valuable contribution made by mr. nitin parekh as a cfo of the company. mr. tushar shroff has joined the company as a presidentfinance and shall assume the position of cfo with effect from september 1 2025. nitin parekh will superannuate as the cfo with effect from august 31 2025. mr. tushar shroff has been appointed as the new cfo. digitally signed by dhaval narendra soni. date 2025.05.20 131054 0530,0.7506,0.04545454545454545,0.4568708837032318,0.45093762874733323,Positive
Alembic Pharma,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,6m ago,https://www.screener.in/company/APLLTD/consolidated/,2025-05-20T13:21:03.370574,2025-05-20 13:15:03.370574,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bf1fa901-b375-43ba-aed7-8da9d0f2289b.pdf,the management of alembic pharmaceuticals limited will be meeting investors fund managers analysts through investorsconference hosted by bk trinity india. the meeting will take place on may 2025 in mumbai.,-0.2263,-0.07142857142857142,0.04626872390508652,0.09806795425704547,Neutral
Martin Burn,Board Meeting Intimation for Board Meeting Intimation For Prior Intimation-To Consider And Approve The Audited Financial Result For Year Ended 31St March 2025,6m ago,https://www.screener.in/company/523566/,2025-05-20T13:21:13.772524,2025-05-20 13:15:13.772524,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=061d5f46-4f02-44cb-ae4a-0fafde60c5f8.pdf,board meeting of martin burn limited the companys will be held on wednesday may 2025. meeting will consider and approve the audited financial results for the quarter and financial year ended march 2025 and statement of asset and liabilities as on that date.,-0.0516,-0.023809523809523808,0.05353310704231262,0.011722925030163357,Neutral
Sinclairs Hotels,Reappointment Of Secretarial Auditor Of Company,2m ago,https://www.screener.in/company/SINCLAIR/,2025-05-20T13:28:38.079572,2025-05-20 13:26:38.079572,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e52b9aff-a7f5-4058-9581-2774281d2a61.pdf,the board of directors of sinclairs hotels limited has approved the appointment of mr. arup kumar roy as secretarial auditor of the company for a period of five consecutive years. the board meeting commenced at 1030 a.m. and concluded at 12.40 p.m. may 20 2025. mr. arup kumar roy is a member of the institute of the company secretaries of india since 1988. mr roy provides professional services in the field of corporate law sebi regulations fema regulations.,0.2263,0.009523809523809526,0.14294105768203735,0.13625946016175408,Positive
Kamdhenu Venture,Announcement under Regulation 30 (LODR)-Earnings Call Transcript,2m ago,https://www.screener.in/company/KAMOPAINTS/consolidated/,2025-05-20T13:30:03.813892,2025-05-20 13:28:03.813892,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3b094312-076e-4845-81d6-778ed7826663.pdf,transcript of earnings conference call for investors .analysts meet for the quarter and financial year ended on march 2025. the earnings conference call was a group virtual meeting over audio call for public and all investors shareholders of the company. kamdhenus revenue for the year stood at inr748 crores a 3% yearonyear growth. volumes from our own facility grew by 5% while franchiseeled volumes saw a 6% growth. average selling price for tmt bars was slightly softer with a marginal yearonyear decline. we continue to hold a strong 20% market share in the organized retail branded tmt segment.,0.8658,0.11944444444444445,0.6931485533714294,0.5900978993447622,Positive
Suraj Estate,"Board Meeting Intimation for To Consider And Approve The Audited Standalone And Consolidated Financial Results Of The Company For The Financial Year & Quarter Ended March 31, 2025",2m ago,https://www.screener.in/company/SURAJEST/consolidated/,2025-05-20T13:32:11.321460,2025-05-20 13:30:11.321460,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c2e45e0e-a5a0-40f7-9b81-9fbabfde640a.pdf,the board of directors of the company is scheduled to be held on tuesday may 27 2025 interalia to consider and approve the audited standalone and consolidated financial results. the trading window for dealing in the securities of the company for all the designated persons including insiders had already been closed with effect from january 1 2025. the intimation is also being uploaded on the companys website at kumar gupta researchers will work on the project until 2025. esh kumar gupta will be the first person in the world to complete the project. the project will be led by krumar gupta.,0.296,0.0625,0.16401417553424835,0.1863542526602745,Positive
SKP Bearing,Updates,1m ago,https://www.screener.in/company/SKP/consolidated/,2025-05-20T13:34:01.593138,2025-05-20 13:33:01.593138,https://nsearchives.nseindia.com/corporate/SKPBEARING_20052025132428_BoardMeetingIntimation.pdf,,0.0,0.0,0.0,0.0,Neutral
Kirloskar Indus.,Board Meeting Outcome for Outcome Of Board Meeting,4m ago,https://www.screener.in/company/KIRLOSIND/consolidated/,2025-05-20T13:34:04.173058,2025-05-20 13:30:04.173058,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d3a48138-2d1e-409f-b2e4-7efc96e3e2b6.pdf,,0.0,0.0,0.0,0.0,Neutral
