Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Tech_Indicator
United Leasing & Industries Ltd,Results-Audited Financials For The Financial Year 2024-25,Please Find Enclosed herewith Audited Financials for the Financial Year 2024-25,29-05-2025 20:58:51,https://www.bseindia.com/xml-data/corpfiling/AttachLive/00203b11-431e-43fa-bb9c-f797c904925f.pdf,0.7964,-0.0079365079365079,0.0256136879324913,0.323863153998795,Positive,,
Chandni Machines Ltd,"Disclosure With Declaration Under Regulation 33(3)(D) Of The SEBI(Listing Obligations And Disclosure Requirements) Regulations, 2015.","The Company has submitted the disclosure with Declaration under Regulation 33(3)(d) of the SEBI(Listing Obligation and Disclosure Requirement) Regulation, 2015.",29-05-2025 20:57:46,https://www.bseindia.com/xml-data/corpfiling/AttachLive/1cf79a7e-e918-48e7-bd8f-82badc351b39.pdf,0.7964,-0.0109890109890109,0.021613273769617,0.3217472788341818,Positive,,
Sreeleathers Ltd,Financial Results For The Quarter And Year Ended 31.03.2025,Financial Results for the Quarter and year ended 31.03.2025,29-05-2025 20:57:44,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d592c953-1cf6-44b1-bb4a-91e8bdb97f0f.pdf,-0.4588,-0.0305194805194805,0.0554021373391151,0.1760552029541096,Negative,,
Satiate Agri Ltd,"Audited Financial Results For The Quarter Ended On March 31, 2025","Audited Financial Results for the quarter ended on March 31, 2025",29-05-2025 20:53:40,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a7856b10-2f29-467e-acd6-e8152e5502a5.pdf,0.9169,0.0411904761904761,0.100060224533081,0.4091352102170671,Positive,,
Rathi Graphic Technologies Ltd,"Audited Financial Results For Quarter And Financial Year Ended March 31, 2025","Audited Financial Results for quarter and financial year ended March 31, 2025",29-05-2025 20:49:20,https://www.bseindia.com/xml-data/corpfiling/AttachLive/21f1a948-7b5b-4013-b556-7bf1ed7d333a.pdf,-0.1531,-0.0201680672268907,0.0973128080368042,0.0380965777570259,Neutral,,
Astron Paper & Board Mill Ltd,"Results-Financial Year 31St March, 2025","Approval of the resuls for the fourth quarter ended 31st March, 2025",29-05-2025 20:49:00,https://www.bseindia.com/xml-data/corpfiling/AttachLive/37a98c27-d5f2-4ffc-b872-2ad6b30fddb3.pdf,0.9382,0.0482142857142857,0.1163095831871032,0.4246371606704167,Positive,,
GB Global Ltd,"Financial Results For Quarter And Year Ended 31St March, 2025","with reference to the above mentioned subject, we wish to inform you that the Board of directors of the Company at its meeting held today i.e. 29th May, 2025 considered and approved the .... Read More..",29-05-2025 20:48:30,https://www.bseindia.com/xml-data/corpfiling/AttachLive/fc2e01f6-af48-46e8-9208-4d41e0c3ec25.pdf,0.8957,-0.0139880952380952,0.1302430629730224,0.3931564903204782,Positive,,
Mahalaxmi Fabric Mills Ltd,"Results For The Financial Year Ended On 31St March, 2025.","The Meeting of the Board of Directors of the Company, held on Thursday, 29th day of May, 2025, at Registered Office of the Company to Considered and Approved the Audited (Standalone and .... Read More..",29-05-2025 20:48:28,https://www.bseindia.com/xml-data/corpfiling/AttachLive/ff82b354-b450-4d4e-9f34-f08a5ed006d4.pdf,0.872,0.0678571428571428,0.1421562582254409,0.4118040203247751,Positive,Volume Spike,
Bansisons Tea Industries Ltd,Revised Results For 31/03/2025,Revised Results for 31/03/2025,29-05-2025 20:48:25,https://www.bseindia.com/xml-data/corpfiling/AttachLive/3d0bbda6-09d7-4d05-b6b7-0936a3e62e16.pdf,0.8519,0.0,0.0049672685563564,0.3422501805669069,Positive,,
Asian Tea & Exports Ltd-$,"Audited Financial Results (Standalone And Consolidated) For The Quarter And Year Ended March 31, 2025, Pursuant To Regulation 33 Of The SEBI (LODR) Regulations, 2015 Along With Statements Of Assets & Liabilities And Cash Flow",Financial Results for the quarter and year ended 31st March 2025,29-05-2025 20:42:36,https://www.bseindia.com/xml-data/corpfiling/AttachLive/98941a33-86c8-4890-9d3e-4f77fd3cbd17.pdf,0.8555,0.0264069264069264,0.1384064108133316,0.3916440011660775,Positive,,
Nagreeka Exports Ltd-$,Financials Results For The Year Ended 31.03.2025,Board Meeting was conducted to approve the audited financials of the company for the Financial year ended 31.03.2025.,29-05-2025 20:42:08,https://www.bseindia.com/xml-data/corpfiling/AttachLive/88b391aa-1b1f-41b5-9cc7-29591ca05aa9.pdf,0.6495,-0.0064935064935064,-0.0260075889527797,0.4500496713661141,Positive,Volume Spike,
Thinkink Picturez Ltd,"Results_Financial Results For The Financial Year Ended March 31, 2025.","Enclosed herewith Audited Financial Results for the Quarter and Financial Year ended March 31, 2025 along with Auditors Report thereon.",29-05-2025 20:41:25,https://www.bseindia.com/xml-data/corpfiling/AttachLive/ce2614ed-956b-40f1-90c2-3710a45d9e8e.pdf,0.9081,-0.0396825396825396,0.0069841854274272,0.3534304937234663,Positive,,
Natural Capsules Ltd,"Financial Results For The Quarter And Year Ended On 31St March,2025","This is to inform that the board of directors at their meeting held on Thursday, May 29th 2025 have approved the Audited standalone & consolidated financial results for the quarter and .... Read More..",29-05-2025 20:40:36,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9fbea33f-bd39-4ab6-a776-8866f3b8aeb0.pdf,0.9517,-0.0395238095238095,0.0815429911017417,0.3932857544733797,Positive,,
Senco Gold Ltd,Financial Results For The Quarter And Year Ended 31St March 2025.,Financial Results for the quarter and year ended 31st March 2025.,29-05-2025 20:40:03,https://www.bseindia.com/xml-data/corpfiling/AttachLive/3e346d74-c73d-4c91-b170-dc7f57e469c0.pdf,0.8655,0.0243697478991596,0.0277306027710437,0.561830105201061,Positive,Volume Spike,
Crimson Metal Engineering Company Ltd,Integrated Filing (Financial),"Please find attached herewith the Audited Financial Results for the quarter and Financial Year ended on March 31, 2025, as approved in todays'' Board Meeting i.e. 29.05.2025",29-05-2025 20:39:20,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d895e92d-84d5-4aa3-b10f-ff5ecddef45e.pdf,0.9325,0.0174242424242424,0.0220569297671318,0.3848443516574122,Positive,,
Embassy Developments Ltd,"Outcome Of The Meeting Of The Board Of Directors Of Embassy Developments Limited And Submission Of Audited Financial Results (Standalone And Consolidated) For The Quarter And Financial Year Ended March 31, 2025","For more details, please refer attachment.",29-05-2025 20:39:06,https://www.bseindia.com/xml-data/corpfiling/AttachLive/80c74657-46a6-46c5-9194-ec190345aac8.pdf,0.5267,-0.0491758241758241,-0.0147086381912231,0.1915146612898857,Positive,,
S. V. J. ENTERPRISES Ltd,"Audited Standalone Financial Results For The Half Year And Year Ended March 31, 2025","Audited Standalone Financial Results for the half year and year ended March 31, 2025",29-05-2025 20:38:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9fdbf5ce-6236-40a5-8899-31f13033a706.pdf,0.3919,-0.0858333333333333,-0.1499730795621872,0.0860180761313438,Neutral,,
Rajdarshan Industries Ltd,"Audited Financial Result For The Quarter And Year Ended 31 March, 2025","Audited Financial Result (Standalone and Consolidated) for the quarter and year ended 31 March, 2025.",29-05-2025 20:38:39,https://www.bseindia.com/xml-data/corpfiling/AttachLive/beeae68c-be4c-4d02-90b6-9ec0f2d5f2a8.pdf,0.8316,-0.0875,0.014512863010168,0.3107438589030504,Positive,Volume Spike,
Mipco Seamless Rings Gujarat Ltd,Financial Results For 31/03/2025,"The Board of Directors at their meeting held on 29th May 2025, inter-alia, considered, took note and approved Audited Financial result for the Quarter and Financial Year Ended 31st March .... Read More..",29-05-2025 20:37:18,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9a03b128-6bd4-441c-80ee-ef08e3c44f6a.pdf,0.802,0.0113636363636363,0.0676818788051605,0.3445136545506391,Positive,,
Colab Platforms Ltd,"Audited Financial Results For The Quarter And Financial Year Ended 31St March, 2025","Audited Financial Results for the Quarter and Financial Year ended 31st March, 2025 along with the Auditor Report and press release is attached for your perusal.",29-05-2025 20:37:11,https://www.bseindia.com/xml-data/corpfiling/AttachLive/294fecca-c5ba-4341-b73e-bff354cacd08.pdf,0.6597,0.012781954887218,0.0228249914944171,0.2745620839144905,Positive,,
Bhanderi Infracon Ltd,Result-Financials For The Half Year And Year Ended 31St March 2025,Result -Financials for the half year and year ended 31st March 2025,29-05-2025 20:36:50,https://www.bseindia.com/xml-data/corpfiling/AttachLive/73acb853-ef0b-4b08-bee7-1eeaac060304.pdf,0.8689,0.0507936507936508,0.0056109353899955,0.3644813758550939,Positive,,
Grandma Trading & Agencies Ltd,"Audited Financial Results For The Quarter And Year Ended 31St March,2025.","Audited Financial Results for the Quarter and Year ended 31st March,2025.",29-05-2025 20:36:25,https://www.bseindia.com/xml-data/corpfiling/AttachLive/ccc8c7c9-71ee-4d03-997f-49ce8e4b2ab0.pdf,0.9816,-0.0486111111111111,-0.0785614550113678,0.3544882301632563,Positive,,
Maestros Electronics & Telecommunications Systems Ltd,"Audited Standalone And Consolidated Financial Statements And Results For The Quarter And Financial Year Ended March 31, 2025","This is to inform you that pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ('Listing Regulations'), the Board of Directors, at .... Read More..",29-05-2025 20:35:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/1bc55d21-cb62-4316-8bcf-bbfc78ba20a0.pdf,0.3818,-0.0309523809523809,0.0007591061294078,0.143662017553108,Positive,,
The Hi-Tech Gears Ltd,"Financials Results For The Quarter And Year Ended On March 31, 2025","Outcome of Board Meeting held on May 29, 2025.",29-05-2025 20:35:25,https://www.bseindia.com/xml-data/corpfiling/AttachLive/ec09fc4b-9159-4706-9ab9-fdf7d0fe91c2.pdf,0.6486,-0.0875541125541125,0.0005290694534778,0.2333324870698095,Positive,,
Ambassador Intra Holdings Ltd,Declaration Of Audited Standalone Financial Result For The Quarter And Year Ended On 31/3/2025.,Considered and Approved Audited Standalone Financial Result of the company for the Quarter and Year ended 31/03/2025,29-05-2025 20:32:13,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a5604e40-e10a-469c-bd83-82470ac7ea54.pdf,0.9001,0.0219047619047619,0.1421583145856857,0.4092589229471343,Positive,,
E-Land Apparel Ltd,Financial Results,Financial Results,29-05-2025 20:32:08,https://www.bseindia.com/xml-data/corpfiling/AttachLive/241df91c-24a0-4a09-b1ee-8dc57ccf8e64.pdf,0.9349,-0.0183333333333333,0.0119698978960514,0.3720509693688154,Positive,,
Sanchay Finvest Ltd,Integrated Filing (Financial) For The Year Ended 31/03/2025,ENCLSOED HEREWITH INTEGRAETD FINANCIAL FOR YEAR EDNED 31/03/2025,29-05-2025 20:31:37,https://www.bseindia.com/xml-data/corpfiling/AttachLive/cdf59167-a5d7-4e4e-ae1a-4fab93dc74e5.pdf,0.743,0.1321428571428571,-0.0094682201743125,0.3340023910905634,Positive,,
Mold-Tek Technologies Ltd,"Financial Results For The Quarter And Financial Year Ended On 31St March, 2025","Financial Results for the quarter and financial year ended on 31st March, 2025",29-05-2025 20:30:23,https://www.bseindia.com/xml-data/corpfiling/AttachLive/74abf9c1-3c72-4bd9-878f-2a399095c916.pdf,-0.5423,0.0046768707482993,0.0620669275522232,0.1968968605098432,Negative,,
Mazda Ltd-$,"Financial Results For The Year Ended 31St March, 2025","Pursuant to Regulation 30 and Regulation 33 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, the Board of Directors at the Board Meeting held today has inter .... Read More..",29-05-2025 20:30:06,https://www.bseindia.com/xml-data/corpfiling/AttachLive/bbb73696-c686-4a0a-8c64-cf20b893f3cc.pdf,0.9493,-0.0298534798534798,0.0892641693353653,0.5975432068445657,Positive,,
Crimson Metal Engineering Company Ltd,Audited Financial Results For The Quarter And Financial Year Ended 31.03.2025,"Please find attached herewith the Financial Results for the quarter and financial year ended on March 31, 2025, as approved in todays'' Board Meeting i.e. 29.05.2025",29-05-2025 20:29:48,https://www.bseindia.com/xml-data/corpfiling/AttachLive/922fdb4c-e2b9-4f75-8e2c-9bb0b76f7227.pdf,0.9325,0.0174242424242424,0.0220569297671318,0.3848443516574122,Positive,,
Visa Steel Ltd,"Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015",Outcome of the Board Meeting.,29-05-2025 20:29:29,https://www.bseindia.com/xml-data/corpfiling/AttachLive/83140547-866b-42bb-b639-d9a6f257eed8.pdf,0.8074,-0.0625,0.0154977906495332,0.30885933719486,Positive,,
Tarc Ltd,Financial Results,Financial Results,29-05-2025 20:27:47,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b77c446c-313d-45ad-b3be-bdc5eb14dfdb.pdf,0.3818,-0.0357142857142857,-0.025836769491434,0.134254683438284,Positive,,
Shalby Ltd,"Board Meeting Outcome for Standalone And Consolidated Financial Results For The Period Ended March 31, 2025.","Standalone and Consolidated Financial results for the period ended March 31, 2025.",29-05-2025 20:27:44,https://www.bseindia.com/xml-data/corpfiling/AttachLive/083ede6e-a5fb-4ce7-8327-884c46fc8a94.pdf,0.3378,-0.0219246031746031,-0.1659245789051056,0.2787652453760874,Positive,Volume Spike,"MACD Crossover, Supertrend"
Sanchay Finvest Ltd,FINANCIAL RESULTS FOR QUARTER AND YEAR ENDED 31/03/2025,ENCLSOED HEREWITH FINANCIAL RESULT FOR YEAR ENDED 31/03/2025,29-05-2025 20:27:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/54643fa5-96c5-4432-a307-1b0536e99a7b.pdf,0.743,0.1321428571428571,-0.0094682201743125,0.3340023910905634,Positive,,
BCPL Railway Infrastructure Ltd,"Press Release And Investor Presentation On The Highlights Of The Audited Financial Results (Standalone & Consolidated) Of The Company For The Quarter And Year Ended March 31, 2025",Please find attached the press release on the audited financial results (standalone and consolidated) for the year ended 31.03.2025 as approved by the Board at its meeting held on 29.05.2025.,29-05-2025 20:27:15,https://www.bseindia.com/xml-data/corpfiling/AttachLive/eedbc26e-61cd-4b08-987a-df6b4d23d377.pdf,-0.0772,-0.0238095238095238,0.0703809559345245,0.0169085703624997,Neutral,,
BCPL Railway Infrastructure Ltd,"Audited Financial Results (Standalone & Consolidated) For The Quarter And Year Ended March 31, 2025","The audited financial results (standalone and consolidated) for the quarter and year ended 31.03.2025 have been approved by the Board of Directors meeting today, 29.05.2025.",29-05-2025 20:22:30,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5bafa642-d3df-48e2-b789-d2b53d45da04.pdf,0.9246,0.003030303030303,0.1073903664946556,0.6029662008574876,Positive,,
Aion-Tech Solutions Ltd,"Approved Annual Audited Financial Results (Standalone And Consolidated) Of The Company For The Fourth Quarter And Financial Year Ended March 31, 2025 Along With The Statutory Auditors Report In The Board Meeting.","Annual Audited Financial Results (Standalone and Consolidated) of the Fourth Quarter and Financial year ended March 31, 2025 along with the Statutory Auditors Report",29-05-2025 20:21:38,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c104c463-ef72-4f22-a86c-ffef5f131174.pdf,0.765,-0.0196778711484593,0.0918513238430023,0.3276520358083629,Positive,,
Peninsula Land Ltd,"Approval Of Financial Results For The Quarter And Financial Year Ended On March 31, 2025.","Approval of Financial Results for the quarter and financial year ended on March 31, 2025.",29-05-2025 20:20:50,https://www.bseindia.com/xml-data/corpfiling/AttachLive/15744c46-f9b0-4afe-b597-6f0680d62459.pdf,0.25,-0.0554112554112554,-0.0105498805642127,0.0802116592073595,Neutral,,
